1.488	-0.2473	0.06748
1.744	0.6314	0.232
1.923	-2.607	0.2613
2.035	0.9809	0.2696
2.063	-0.1214	0.2908
1.85	-0.02697	0.2575
1.931	0.8769	0.2882
2.057	1	0.341
1.893	-0.7071	0.2729
1.979	2.037	0.3116
1.349	-2.429	-0.03781
2.222	1.415	0.3569
1.914	-3.134	0.2724
2.115	-4.031	0.2869
1.974	-4.5	0.2415
1.883	0.6752	0.2876
1.869	-1.953	0.2259
1.776	-0.1742	0.1868
2.216	1.854	0.2777
1.756	0.4353	0.2857
1.317	-0.1881	0.03791
1.776	0.3652	0.2935
1.799	1.489	0.3123
1.862	0.5482	0.2861
1.971	1.076	0.3253
2.042	-0.43	0.2755
1.981	1.465	0.3018
2.013	1.359	0.2878
2.028	1.239	0.2502
1.72	0.7074	0.2072
1.939	-3.62	0.2588
1.984	2.205	0.2904
1.685	-2.9	0.206
1.659	-1.21	0.2128
1.156	-0.8038	0.07486
1.917	-1.978	0.3051
2.082	1.555	0.311
2.055	0.816	0.3198
2.086	-0.3286	0.3062
2.202	0.9148	0.3004
2.073	-0.05456	0.284
1.527	-0.4718	0.07298
1.928	-2.611	0.2122
1.946	-1.564	0.2452
1.954	-5.317	0.229
2.065	2.555	0.3474
2.192	-0.2704	0.324
2.025	2.921	0.3152
1.995	2.745	0.2898
2.05	-0.8198	0.2697
1.997	-0.01138	0.2814
1.906	-3.066	0.2642
1.9	-0.256	0.2185
1.859	0.1464	0.2876
1.904	3.159	0.2585
1.88	-3.075	0.257
1.901	-3.41	0.2631
2.113	2.482	0.3621
2.1	2.682	0.2772
2.256	1.167	0.3699
1.897	-0.5245	0.2477
1.841	-2.218	0.1579
1.981	2.643	0.04515
1.552	-1.378	0.06222
1.88	3.239	0.02959
1.814	3.016	0.2695
1.795	2.821	0.2511
1.576	-0.3064	0.1847
1.25	-0.8166	0.04247
1.558	-1.28	0.1624
1.623	1.88	0.1534
1.327	0.4013	-0.02727
1.727	1.196	0.3225
1.668	-2.344	0.2211
1.788	2.028	0.2731
1.747	2.476	0.3019
1.76	2.097	0.3321
1.927	-0.5157	0.306
1.926	1.437	0.3108
1.844	0.1012	0.2786
1.934	0.3331	0.2881
1.825	1.82	0.2781
1.85	1.996	0.284
1.872	1.988	0.2896
1.958	0.4559	0.2903
2.113	-1.244	0.2733
