1.608	0.2142	0.1184
1.651	0.6081	0.2645
1.811	-2.119	0.3134
1.902	1.043	0.3733
1.755	-2.943	0.3021
1.612	-0.3389	0.3341
1.85	-0.3113	0.3923
1.766	0.4813	0.4053
1.917	0.9353	0.3714
1.857	3.182	0.4415
1.481	-2.342	-0.06393
1.889	0.9305	0.4475
1.84	-3.253	0.3128
1.864	-3.956	0.3541
1.795	-4.802	0.309
1.78	1.04	0.3495
1.879	-2.532	0.2584
1.696	0.3019	0.2385
1.869	0.8457	0.3981
1.65	-2.028	0.3094
1.331	-0.3204	-0.06431
1.652	-1.108	0.3233
1.661	1.795	0.3326
1.754	1.961	0.3124
1.968	2.673	0.3702
1.908	0.2666	0.3071
1.914	1.562	0.4159
1.959	2.051	0.4188
1.841	-0.8224	0.4116
1.902	0.9576	0.4196
1.814	-4.755	0.3912
1.739	1.947	0.3193
1.717	-3.382	0.2358
1.781	-0.8508	0.2732
1.115	-0.7064	0.01555
1.883	-2.992	0.3836
2.041	2.645	0.4711
1.799	-0.5181	0.4391
1.957	-1.85	0.4389
2.026	1.009	0.3595
1.988	-3.662	0.3111
1.463	-0.8889	-0.0007237
1.874	-1.313	0.2756
1.828	-0.7607	0.2983
1.889	-5.204	0.2963
1.864	2.743	0.4052
1.877	2.071	0.4034
1.842	3.058	0.3513
1.832	1.712	0.3445
1.894	0.415	0.3503
1.833	0.6075	0.3502
1.774	-2.026	0.3122
1.826	0.2968	0.2767
1.738	0.3659	0.3586
1.759	2.009	0.3286
1.794	-3.643	0.3136
1.866	-3.557	0.3389
1.873	2.792	0.4578
1.871	3.046	0.3973
1.887	1.623	0.4939
1.6	-0.8692	0.3078
1.87	-2.588	0.1797
1.866	3.236	0.06296
1.598	1.254	0.05039
1.84	4.256	0.05571
1.488	3.227	0.3272
1.555	1.989	0.2893
1.568	0.1876	0.1774
1.29	-0.6192	-0.005738
1.519	-1.185	0.1138
1.561	1.631	0.153
1.388	0.5626	-0.1016
1.681	0.4471	0.3286
1.67	-3.188	0.2485
1.6	2.495	0.3296
1.601	3.02	0.3409
1.655	2.804	0.3453
1.705	-1.661	0.3174
1.668	1.051	0.3313
1.728	1.563	0.3088
1.73	1.362	0.2899
1.73	1.675	0.3368
1.755	1.803	0.3285
1.7	3.718	0.3116
1.76	1.591	0.2966
1.825	-0.9969	0.2809
1.806	0.8816	0.3309
1.761	1.244	0.325
1.982	3.112	0.3478
1.971	0.2985	0.421
1.888	-4.089	0.3534
2.004	0.3767	0.3996
1.983	0.822	0.4395
1.92	0.03035	0.3513
1.843	-0.6044	0.3778
1.887	2.537	0.396
1.92	-0.404	0.4031
1.832	2.117	0.4426
1.933	-3.56	0.3974
1.901	1.812	0.4014
1.859	2.018	0.3713
1.873	-4.342	0.3952
1.811	-3.176	0.3803
1.834	-2.368	0.4323
1.822	-3.344	0.4346
1.832	1.589	0.3959
1.823	3.17	0.4196
1.825	3.989	0.4002
1.899	-2.885	0.3735
1.874	3.236	0.384
1.841	-1.586	0.3145
1.759	1.604	0.305
1.815	2.191	0.3368
1.855	-0.1867	0.3589
1.939	1.333	0.3644
1.673	2.842	0.3146
1.918	0.2714	0.3264
1.752	1.03	0.3126
1.694	0.3876	0.2894
1.581	-0.1701	0.1563
1.521	0.1127	0.09998
1.18	-0.7293	-0.01089
1.892	-4.682	0.3376
1.754	-2.894	0.2394
1.517	-0.4068	0.1772
1.661	0.04922	0.2617
1.403	0.7458	0.1372
1.87	2.257	0.348
1.759	-4.936	0.3106
1.912	0.9511	0.3971
1.908	2.912	0.3943
1.889	1.915	0.4106
1.832	2.706	0.4438
1.694	-5.464	0.39
1.945	-1.804	0.4436
1.934	3.179	0.475
1.918	-0.1213	0.4679
1.953	2.083	0.4486
1.743	4.588	0.4001
2.043	0.5466	0.4714
1.975	1.441	0.4373
1.993	-0.493	0.4567
1.992	2.071	0.4426
1.932	2.454	0.383
1.887	0.9968	0.4023
1.921	-1.708	0.3716
1.86	-0.3673	0.4009
1.993	-0.1834	0.3945
1.959	1.813	0.3844
1.918	1.191	0.4284
1.777	-0.3843	0.1131
1.973	1.831	0.2621
2.045	1.525	0.3306
1.813	0.3137	0.3736
1.485	1.519	-0.06127
1.902	-0.9848	0.2555
1.602	-2.443	0.215
1.771	3.029	0.3715
1.846	0.5374	0.3726
1.166	0.3346	-0.1094
1.054	-0.6943	-0.08324
1.113	-0.2733	-0.02448
1.842	-5.765	0.2929
1.889	-4.067	0.2765
1.838	-4.529	0.3069
1.879	-0.8639	0.2712
1.833	-2.283	0.3021
1.88	-1.685	0.2773
1.885	-2.854	0.2815
1.813	-0.493	0.2982
1.889	-6.216	0.3027
1.826	1.952	0.3734
1.849	3.565	0.3792
1.81	1.926	0.3572
1.889	-1.17	0.4341
1.888	-0.2399	0.4366
1.893	-0.8014	0.412
1.889	1.289	0.3833
1.866	-0.951	0.3775
1.876	2.315	0.3474
1.787	0.07907	0.3121
1.789	-3.293	0.3236
1.794	2.008	0.3262
1.839	0.8599	0.3484
1.865	2.176	0.339
1.816	1.58	0.3448
1.786	-1.262	0.3417
1.889	-3.817	0.3545
1.859	0.7544	0.3432
1.868	2.735	0.3473
1.901	0.6094	0.3632
1.879	2.849	0.3675
1.803	-3.384	0.3115
1.839	-3.752	0.2862
1.759	-4.904	0.3249
1.782	-4.04	0.3156
1.811	-2.827	0.2913
1.86	-0.6002	0.2705
1.872	-1.508	0.2694
1.784	3.551	0.3583
1.779	3.002	0.3507
1.786	-1.114	0.3461
1.675	-0.9318	0.3431
1.7	-1.551	0.3325
1.746	0.5583	0.3504
1.783	1.347	0.3274
1.854	-2.635	0.2621
1.833	-1.297	0.2519
1.863	-0.7466	0.2642
1.854	-4.038	0.3257
1.794	-0.4086	0.2863
1.844	-0.4247	0.2575
1.878	-2.712	0.329
1.846	3.01	0.4024
1.87	3.151	0.4386
1.859	2.914	0.428
1.87	2.732	0.4449
1.884	-0.2798	0.4701
1.884	-0.4516	0.4782
1.888	0.5716	0.473
